Suspended Flag,Reference ID,Marker Name,Cell Type,Material used,Location in reference,Protocol Reference,Location in reference,Species Reference,Location in references,Notes/Interpretations,Authors,Title,Journal/Book,Year,PMID/ISBN,Supporting References,,
,,,,,,,,,,,,,,,,,,
,161104,,,"""In the CA1 region, m2-immunoreactive
neurons were present largely in the stratum oriens/
alveus (O/A) border zone (Fig. 1A,B), only occa-
sional neurons were found in stratum radiatum
or pyramidale.""",,,,,,[m:CA1:2223 Pyr:Mus2R(2):PCL]{sub 1},"Hajos N, Papp EC, Acsddy L, Levey AI, Freund TF",Distinct interneuron types express m2 muscarinic receptor immunoreactivity on their dendrites or axon terminals in the hippocampus. ,Neuroscience,1998,9466448,,,
,161106,,,"""In the CA3 region, m2-IR neurons were located
mostly in stratum oriens and had a multipolar
morphology with three to four primary dendrites
(Fig. 1D).""",,,,,,[m:CA3:23223 Pyr a/b:Mus2R(2):PCL]{sub 1},"Hajos N, Papp EC, Acsddy L, Levey AI, Freund TF",Distinct interneuron types express m2 muscarinic receptor immunoreactivity on their dendrites or axon terminals in the hippocampus. ,Neuroscience,1998,9466448,,,
,161108,,,"""The most
striking axonal staining for m2 was present in the
perisomatic region of pyramidal cells. The dense
plexus formed by ?ne ?bres and large numbers of
boutons surrounded immunonegative perikarya in a
basket-like manner and outlined axon initial seg-
ments at the stratum pyramidale/oriens border (Fig.
1F). The immunoreactivity was stronger in the CA3
sub?eld compared to CA1.""",,,,,,"[m:CA1:2223 Pyr:Mus2R(2):PCL]{sub 1}
[m:CA3:23223 Pyr a/b:Mus2R(2):PCL]{sub 1}
","Hajos N, Papp EC, Acsddy L, Levey AI, Freund TF",Distinct interneuron types express m2 muscarinic receptor immunoreactivity on their dendrites or axon terminals in the hippocampus. ,Neuroscience,1998,9466448,,,
,161110,,,"""Fig. 3. Camera lucida reconstruction of m2-IR neurons with horizontally running dendrites in the CA1
region. Both cells sent their axon (axon initial segments are marked by arrows) toward stratum
pyramidale, and gave rise to collaterals before entering the pyramidal cell layer (B), or ramifying in
stratum radiatum (A). The reconstructed axonal arbor of both cells were predominantly found in stratum
radiatum, to a lesser degree in stratum oriens, and the neuron in A emitted branches in stratum
lacunosum-moleculare as well (the upper cell was drawn from eight, the lower from four consecutive
sections). Relatively small numbers of varicosities were observed along the axon collaterals, many of them
showed a drumstick-like shape.""",,,,,,[m:CA1:0102 SO IS-1:Mus2R(1):Hajos 1998 PMID9466448]{sub 1},"Hajos N, Papp EC, Acsddy L, Levey AI, Freund TF",Distinct interneuron types express m2 muscarinic receptor immunoreactivity on their dendrites or axon terminals in the hippocampus. ,Neuroscience,1998,9466448,,,
,161112,,,"""Relatively long segments of the
axonal trees of some m2-IR cells were reconstructed
in the CA1 region from well-stained consecutive
sections (Fig. 3; cell A from eight, cell B from
?ve serial sections). Axon initial segments originated
from the soma, or rarely from a proximal dendrite.
The main axon crossed the pyramidal cell layer and
arborized in stratum radiatum. Occasionally a single
collateral curved back to reach stratum oriens, where
they rami?ed and extended in the horizontal direc-
tion. In some cases the axon gave rise to branches in
stratum oriens before entering stratum pyramidale.
Occasional collaterals penetrated into stratum
lacunosum-moleculare, and ran parallel with the bor-
der of stratum radiatum, but the majority remained
in stratum radiatum and oriens.""",,,,,,[m:CA1:0102 SO IS-1:Mus2R(1):Hajos 1998 PMID9466448]{sub 1},"Hajos N, Papp EC, Acsddy L, Levey AI, Freund TF",Distinct interneuron types express m2 muscarinic receptor immunoreactivity on their dendrites or axon terminals in the hippocampus. ,Neuroscience,1998,9466448,,,
,161114,,,"""The examination of GABA content showed that the vast
majority (94%) of m2-IR cells contained this marker
(101 out of 107; Fig. 5AD). The GABA-negative
m2-IR neurons were found in stratum oriens and
stratum radiatum of the CA3 region (3-3 neurons in
both layers).""",,,,,,"[m:CA1:2223 Pyr:Mus2R(2):PCL]{sub 1}
[m:CA3:23223 Pyr a/b:Mus2R(2):PCL]{sub 1}","Hajos N, Papp EC, Acsddy L, Levey AI, Freund TF",Distinct interneuron types express m2 muscarinic receptor immunoreactivity on their dendrites or axon terminals in the hippocampus. ,Neuroscience,1998,9466448,,,
,,,,,,,,,,,,,,,,,,
,161116,,,"""Fig. 2. The distribution pattern of di V erent interneuron types in the stratum oriens/alveus region of the
mouse hippocampal CA1 sub?eld. The staining pattern for all these markers is identical to that seen in the
rat hippocampus. (A,C) VIP-immunostained sections with axonal as well as somadendritic (arrows)
staining. Two distinct bands of axon terminal staining are visible, one in stratum pyramidale and another
at the O/A border region. Arrowheads in C label the axon of a VIP-positive neuron (arrow) descending
to the stratum O/A border, where it joins the horizontal axon plexus. The laminar position of this axon
plexus coincides with that of mGluR1a-immunoreactive dendrites (B), which belong to somatostatin-
containing horizontal cells of stratum oriens (F). Another group of horizontal cells in stratum oriens,
which is non-overlapping with the somatostatin-containing population, is immunoreactive for muscarinic
m 2 receptors (D,E). These cells are also potential targets of the VIP-positive projection to this sublayer.""","p90, Fig. 2",""" Following
extensive washes in 0.1 M PB alternate sections were incu-
bated ?rst in 20% normal goat serum (NGS, for 45 min),
then in one of the following primary antisera, at 4 ) C, for
two days: rabbit anti-VIP (1:10,000), 25 rabbit anti-
somatostatin (1:3000), 6 rabbit anti-mGluR1a receptor
(1:10,000), 10 rat anti-m 2 muscarinic receptor (1:300). 29""","p89, left top","""Seventy-eight male mice (3-months-old) from the NMRI
strain (TVA Du¨sseldorf) were decapitated, the brains
quickly removed and placed into ice-cold KrebsRinger
solution. Slices from the dorsolateral hippocampus, 500 ľm
thick, were cut parallel to the dorsal surface of the brain
using a Vibroslice. ""","p88, right top",[m:CA1:2223 pyr:VIP(2)_mGluR1(neg)_Mus2R(2)_Som(2):PCL]{sub 1},"Yanovsky Y, Sergeeva OA, Freund TF, Haas HL.",Activation of interneurons at the stratum oriens/alveus border suppresses excitatory transmission to apical dendrites in the CA1 area of the mouse hippocampus.,Neuroscience. ,1997,9044377,,,
,161118,,,"""VIP-positive
neurons were found in all layers, had a bipolar or
bitufted dendritic tree often spanning all layers.
Axons of VIP-positive cells formed three distinct
plexus, one at the O/A border region, one in stratum
pyramidale (axons of basket cells), and a relatively
sparse network in strata radiatum and lacunosum-
moleculare, as in the rat. 1""",,,,,,[m:CA1:2232 BC:VIP(1):Yanovsky 1997 PMID9044377]{sub 1},"Yanovsky Y, Sergeeva OA, Freund TF, Haas HL.",Activation of interneurons at the stratum oriens/alveus border suppresses excitatory transmission to apical dendrites in the CA1 area of the mouse hippocampus.,Neuroscience. ,1997,9044377,,,
,,,,,,,,,,,,,,,,,,
,161120,,,"""Fig. 5. Co-immunofluorescence analyses with antibodies to beta -Gal (LacZ) and different interneuronal markers in hippocampal slices (100 microm) of adult mice.  (A  C) ? -Gal- and parvalbumin-positive signals were often colocalized within the areas CA1 (A) and CA3 (C) of the hippocampus. (D, E, F) Some somatostatin-positive interneurons, especially in CA1, demonstrated Cx30.2/LacZ expression. (G  I) Calbindin-positive interneurons in general did not show Cx30.2/LacZ expression. (J  L) Kv3.1-positive interneurons of the hippocampus were found to be ? -Gal-positive.""","p124, Fig. 5","""For beta -galactosidase, NeuN, GFAP (glial fibrillary acidic protein), S100 beta ,
parvalbumin, somatostatin and calbindin immunofluorescence analyses,
floating slices were washed three times for 10 min in PBS/0.1% Triton X-
100, blocked for 2 h at room temperature in washing solution containing
2% normal goat serum and incubated overnight at 4 °C with a mixture of
primary antibodies diluted in blocking solution (Table 2).""","p129, left mid","""Mice were raised and maintained according to governmental and insti-
tutional care instructions under 12:12-h light/dark cycle. For the generation
of Cx30.2
+/LacZ
Cx36
+/CFP
animals, Cx30.2
LacZ/LacZ
mice expressing nuclear
? -galactosidase ( ? -Gal) protein under control of Cx30.2 gene regulatory
elements (Kreuzberg et al., 2006a) were bred to Cx36
CFP/CFP
mice, which
express the CFP reporter protein under control of Cx36 gene regulatory
elements (Kerstin Wellershaus, unpublished experiments).""","p127, right bot","[m:CA1:2223 PC:PV(2)_Som(2)_Kv3.1(2):PCL]{sub 1}
[m:CA2:2333 PC:PV(2)_Som(2)_Kv3.1(2):PCL]{sub 1}
[m:CA3:23223 PC:PV(2)_Som(2)_Kv3.1(2):PCL]{sub 1}","Kreuzberg MM, Deuchars J, Weiss E, Schober A, Sonntag S, Wellershaus K, Draguhn A, Willecke K",Expression of connexin30.2 in interneurons of the central nervous system in the mouse,Mol Cell Neurosci.,2008,17942321,,,
,,,,,,,,,,,,,,,,,,
,161122,,,"""Fig. 4. Co-localization of mGlu1a and CB1 receptors in the CA1 region of adult rat hippocampus. Confocal microscopic images of adult rat hippocampus depicting interneurons
displaying both mGlu1a (green) and CB1 (red) immunoreactivity (thick arrows) in strata alveus (s.a.), oriens (s.o.) and pyramidale (s.p.) (AF) and in stratum radiatum (s.r.) (GI) of
the CA1 region.""","p433, Fig. 4","""Combinations of primary antibodies used in these experiments were: (i) mouse
monoclonal anti-mGlu1a (1:3000, kindly provided by Drs. T. Go¨rcs and P. Nemeth)
and rabbit polyclonal anti-mGlu1a (1:500, Diasorin); (ii) rabbit polyclonal anti-CB1
(1:4000, kindly provided by Dr. K. Mackie) and mouse monoclonal anti-mGlu1a
(1:3000); (iii) rabbit polyclonal anti-CB1 (1:4000), guinea pig polyclonal anti-
mGlu1a (1:500, kindly provided by Dr. M. Watanabe, Hokkaido University, Sapporo,
Japan) and mouse monoclonal anti-calbindin D28K (1:30,000, Swant, Bellinzona,
Switzerland, Lot No. 18F); (iv) rabbit polyclonal anti-CB1 (1:4000), mouse mono-
clonal anti-mGlu1a (1:3000) and guinea pig polyclonal anti-VGluT3 (1:5000,
Chemicon, Temecula, CA, USA, Lot. No. 23050673). ""","p430, left top","""For double-immuno?uorescence experiments intended for quantitation and for
triple stainings, male SpragueDawley rats (n ź 5, weighing 275300 g, Institut fu¨ r
Labortierkunde und Genetik, University of Vienna, Himberg, Austria) were deeply
anesthetized. . . .""","p429, right bot",[m:CA1:2223 Pyr:mGluR1a(2)_CB1(2):PCL]{sub 1},"Boscia F, Ferraguti F, Moroni F, Annunziato L, Pellegrini-Giampietro DE",mGlu1alpha receptors are co-expressed with CB1 receptors in a subset of interneurons in the CA1 region of organotypic hippocampal slice cultures and adult rat brain,Neuropharmacology,2008,18599092,,,
,161124,,,"""As described (Tsou et al., 1999), the distribution of CCK was
very similar to that of CB1 receptors in rat hippocampus, including
the ?ber plexus surrounding the immunonegative pyramidal cells
and the immunopositive cells scattered in all layers, and in par-
ticular in the stratum radiatum, of the CA1 region (Fig. 5B).""","p433, left bot","""Combinations of primary antibodies used in these experiments were: (i) mouse
monoclonal anti-mGlu1a (1:3000, kindly provided by Drs. T. Go¨rcs and P. Nemeth)
and rabbit polyclonal anti-mGlu1a (1:500, Diasorin); (ii) rabbit polyclonal anti-CB1
(1:4000, kindly provided by Dr. K. Mackie) and mouse monoclonal anti-mGlu1a
(1:3000); (iii) rabbit polyclonal anti-CB1 (1:4000), guinea pig polyclonal anti-
mGlu1a (1:500, kindly provided by Dr. M. Watanabe, Hokkaido University, Sapporo,
Japan) and mouse monoclonal anti-calbindin D28K (1:30,000, Swant, Bellinzona,
Switzerland, Lot No. 18F); (iv) rabbit polyclonal anti-CB1 (1:4000), mouse mono-
clonal anti-mGlu1a (1:3000) and guinea pig polyclonal anti-VGluT3 (1:5000,
Chemicon, Temecula, CA, USA, Lot. No. 23050673). ""","p430, left top","""For double-immuno?uorescence experiments intended for quantitation and for
triple stainings, male SpragueDawley rats (n ź 5, weighing 275300 g, Institut fu¨ r
Labortierkunde und Genetik, University of Vienna, Himberg, Austria) were deeply
anesthetized. . . .""","p429, right bot",[m:CA1:2223 Pyr:CCK(2)_CB1(2):PCL]{sub 1},"Boscia F, Ferraguti F, Moroni F, Annunziato L, Pellegrini-Giampietro DE",mGlu1alpha receptors are co-expressed with CB1 receptors in a subset of interneurons in the CA1 region of organotypic hippocampal slice cultures and adult rat brain,Neuropharmacology,2008,18599092,,,
,161126,,,"""Fig. 5. Co-localization of mGlu1a and CB1 receptors in a subpopulation of CCK-immunopositive interneurons in the CA1 region of adult rat hippocampus. (AC) Confocal
microscopic images of rat brain hippocampus depicting interneurons positive for mGlu1a receptors and CCK (thick arrows) in the stratum radiatum (s.r.) of the CA1 region. The
mirror technique on adjacent sections was used to co-localize immunoreactive elements for mGlu1a and CB1 ""","p434, Fig. 5","""Combinations of primary antibodies used in these experiments were: (i) mouse
monoclonal anti-mGlu1a (1:3000, kindly provided by Drs. T. Go¨rcs and P. Nemeth)
and rabbit polyclonal anti-mGlu1a (1:500, Diasorin); (ii) rabbit polyclonal anti-CB1
(1:4000, kindly provided by Dr. K. Mackie) and mouse monoclonal anti-mGlu1a
(1:3000); (iii) rabbit polyclonal anti-CB1 (1:4000), guinea pig polyclonal anti-
mGlu1a (1:500, kindly provided by Dr. M. Watanabe, Hokkaido University, Sapporo,
Japan) and mouse monoclonal anti-calbindin D28K (1:30,000, Swant, Bellinzona,
Switzerland, Lot No. 18F); (iv) rabbit polyclonal anti-CB1 (1:4000), mouse mono-
clonal anti-mGlu1a (1:3000) and guinea pig polyclonal anti-VGluT3 (1:5000,
Chemicon, Temecula, CA, USA, Lot. No. 23050673). ""","p430, left top","""For double-immuno?uorescence experiments intended for quantitation and for
triple stainings, male SpragueDawley rats (n ź 5, weighing 275300 g, Institut fu¨ r
Labortierkunde und Genetik, University of Vienna, Himberg, Austria) were deeply
anesthetized. . . .""","p429, right bot",[m:CA1:2223 Pyr:mGluR1a(2)_CCK(2):PCL]{sub 1},"Boscia F, Ferraguti F, Moroni F, Annunziato L, Pellegrini-Giampietro DE",mGlu1alpha receptors are co-expressed with CB1 receptors in a subset of interneurons in the CA1 region of organotypic hippocampal slice cultures and adult rat brain,Neuropharmacology,2008,18599092,,,
,,,,,,,,,,,,,,,,,,
,161128,,,"""In  the  hippocampus,  no [mGluR1a] immunoreactivity was  detect- 
able  in  the  pyramidal  cells  of  the  CA1  and  CA3  areas, 
or  in  granule  and  mossy  cells  of  the  dentate  gyrus."" ","p775, left top","""For  the  double  labeling  experiments,  sections  were  incubated 
for  2  hr  in  a  mixture  containing  mouse  monoclonal  antibody 
to  somatostatin  (final  dilution,  1:2000)  and  rabbit  antiserum  to 
mCluRla  (final  dilution,  1:1000).""","p784, right mid","""Ten  adult  female  or  male  rats  (100-400  g)  were  deeply  anesthe- 
tized  with  sodium  pentobarbital. . . .""","p784, right top","[m:DG:2201 GC:mGluR1a(2):pcl]{sub 1}
[m:CA3:03223 PyrC:mGluR1a(2):pcl]{sub 1}
[m:CA3:23223 Pyr a/b:mGluR1a(2):pcl]{sub 1}
[m:CA1:2223 Pyr:mGluR1a(2):pcl]{sub 1}","Baude A, Nusser Z, Roberts JD, Mulvihill E, McIlhinney RA, Somogyi P",The metabotropic glutamate receptor (mGluR1 alpha) is concentrated at perisynaptic membrane of neuronal subpopulations as detected by immunogold reaction,Neuron,1993,8104433,,,
,161130,,,"""In  these  experiments,  all  the  cells  of  the  hippocam- 
pus  immunoreactive  for  somatostatin  were  strongly 
immunoreactive  for  mGluRla,  and  likewise  the  cells 
immunoreactiveformGluRlawerealsoimmunoreac- 
tive  for  somatostatin  (Figures  2A  and  28).""","p775, right mid","""For  the  double  labeling  experiments,  sections  were  incubated 
for  2  hr  in  a  mixture  containing  mouse  monoclonal  antibody 
to  somatostatin  (final  dilution,  1:2000)  and  rabbit  antiserum  to 
mCluRla  (final  dilution,  1:1000).""","p784, right mid","""Ten  adult  female  or  male  rats  (100-400  g)  were  deeply  anesthe- 
tized  with  sodium  pentobarbital. . . .""","p784, right top","[m:DG:3302 TML-Molax:mGluR1a(1):co-local]{sub 1}
[m:DG:3222 OML:mGluR1a(1):co-local]{sub 1}","Baude A, Nusser Z, Roberts JD, Mulvihill E, McIlhinney RA, Somogyi P",The metabotropic glutamate receptor (mGluR1 alpha) is concentrated at perisynaptic membrane of neuronal subpopulations as detected by immunogold reaction,Neuron,1993,8104433,,,
,,,,,,,,,,,,,,,,,,
,161132,,,"""Table 1. Quanti?cation of double-label immuno?uorescence experiments to examine the co-localization of the different interneuronal
markers and a-actinin-2""","p341, Table 1","""The antibodies were used at the following concentrations and
obtained from the following sources: mouse anti-a-actinin
(1:20,0001:100,000, clone EA-53, Sigma, St. Louis, MO,
USA), rabbit anti-glutamate decarboxylase-67 (GAD; 1:1000
1:4000, Chemicon, Temecula, CA, USA), rabbit anti-calbindin
D 28k (CB; 1:3000, courtesy of Dr K. G. Baimbridge), rabbit anti-
parvalbumin (PV; 1:1000, courtesy of Dr K. G. Baimbridge),
rabbit anti-calretinin (CR; 1:1000, Chemicon), rabbit anti-NPY
(1:20001:4000, Sigma), rabbit anti-vasoactive intestinal poly-
peptide (VIP; 1:5000, courtesy of Dr T. Gorcs), and rabbit anti-
cholecystokinin (CCK; 1:10,000, courtesy of Dr T. Gorcs). The
mouse a-actinin antibody is speci?c for a-actinin-2 in the brain
as determined previously. 80 All the antibodies had been
previously characterized: rabbit anti-GAD67, 26 rabbit anti-CB, 10
rabbit anti-PV, 4 rabbit anti-CR, 78 rabbit anti-NPY, 2 rabbit anti-
VIP 20 and rabbit anti-CCK. 20""","p338, left mid","""Adult and juvenile Wistar rats (adult 150250 g, juvenile 10
50 g; Simonsen, Gilroy, CA, USA) were used in this study.""","p338, left top","<DG:  in interneurons a-act 2 mutually exclusive with PV, CCK, VIP, and CB>
<CA1:  in interneurons a-act 2 mutually exclusive with PV, CCK, VIP, and CB>
[m:DG:3000 MOPP-NG:a-act2(2):ME]{sub 1}
[m:DG:2322 HICAP:a-act2(2):ME]{sub 1}
[m:DG:VIP+ cells:a-act2(2):ME]{sub 1}

[m:DG:2232 bc:a-act2(2):ME]{sub 1}
[m:DG:2232 bc-cck:a-act2(2):ME]{sub 1}

[m:CA1:3333 quad:a-act2(2):ME]{sub 1}
[m:CA1:3200p pp ii:a-act2(2):ME]{sub 1}
[m:CA1:2300 is-1:a-act2(2):ME]{sub 1}
[m:CA1:2232 bc:a-act2(2):ME]{sub 1}
[m:CA1:2232 bc-cck:a-act2(2):ME]{sub 1}
[m:CA1:2232 axo-axonic:a-act2(2):ME]{sub 1}
[m:CA1:2223 quad is-3:a-act2(2):ME]{sub 1}
[m:CA1:2100 is-2:a-act2(2):ME]{sub 1}
[m:CA1:2003 is-3:a-act2(2):ME]{sub 1}
[m:CA1:1002 O-LM:a-act2(2):ME]{sub 1}
[m:CA1:0300 sca-sr-cb:a-act2(2):ME]{sub 1}
[m:CA1:0102 is-1:a-act2(2):ME]{sub 1}
[m:CA1:0012 axo-axonic:a-act2(2):ME]{sub 1}
[m:CA1:0003 cb-soso:a-act2(2):ME]{sub 1}","Ratzliff AD, Soltesz I","Differential immunoreactivity for alpha-actinin-2, an N-methyl-D-aspartate-receptor/actin binding protein, in hippocampal interneurons",Neuroscience,2001,11246149,,,
,161134,,,"""Examination of the PV-positive inter-
neuron population revealed no co-localization with a-
actinin-2 (Fig. 3a, b; Table 1). Alpha-actinin-2 also
showed a lack of double labeling in CB-positive inter-
neurons (Fig. 3c, d; Table 1). Additionally, neither VIP
nor CCK co-localized with a-actinin-2 (Table 1).""","p341, left mid","""The antibodies were used at the following concentrations and
obtained from the following sources: mouse anti-a-actinin
(1:20,0001:100,000, clone EA-53, Sigma, St. Louis, MO,
USA), rabbit anti-glutamate decarboxylase-67 (GAD; 1:1000
1:4000, Chemicon, Temecula, CA, USA), rabbit anti-calbindin
D 28k (CB; 1:3000, courtesy of Dr K. G. Baimbridge), rabbit anti-
parvalbumin (PV; 1:1000, courtesy of Dr K. G. Baimbridge),
rabbit anti-calretinin (CR; 1:1000, Chemicon), rabbit anti-NPY
(1:20001:4000, Sigma), rabbit anti-vasoactive intestinal poly-
peptide (VIP; 1:5000, courtesy of Dr T. Gorcs), and rabbit anti-
cholecystokinin (CCK; 1:10,000, courtesy of Dr T. Gorcs). The
mouse a-actinin antibody is speci?c for a-actinin-2 in the brain
as determined previously. 80 All the antibodies had been
previously characterized: rabbit anti-GAD67, 26 rabbit anti-CB, 10
rabbit anti-PV, 4 rabbit anti-CR, 78 rabbit anti-NPY, 2 rabbit anti-
VIP 20 and rabbit anti-CCK. 20""","p338, left mid","""Adult and juvenile Wistar rats (adult 150250 g, juvenile 10
50 g; Simonsen, Gilroy, CA, USA) were used in this study.""","p338, left top","<DG:  in interneurons a-act 2 mutually exclusive with PV, CCK, VIP, and CB>
<CA1:  in interneurons a-act 2 mutually exclusive with PV, CCK, VIP, and CB>
[m:DG:3000 MOPP-NG:a-act2(2):ME]{sub 1}
[m:DG:2322 HICAP:a-act2(2):ME]{sub 1}
[m:DG:VIP+ cells:a-act2(2):ME]{sub 1}

[m:DG:2232 bc:a-act2(2):ME]{sub 1}
[m:DG:2232 bc-cck:a-act2(2):ME]{sub 1}

[m:CA1:3333 quad:a-act2(2):ME]{sub 1}
[m:CA1:3200p pp ii:a-act2(2):ME]{sub 1}
[m:CA1:2300 is-1:a-act2(2):ME]{sub 1}
[m:CA1:2232 bc:a-act2(2):ME]{sub 1}
[m:CA1:2232 bc-cck:a-act2(2):ME]{sub 1}
[m:CA1:2232 axo-axonic:a-act2(2):ME]{sub 1}
[m:CA1:2223 quad is-3:a-act2(2):ME]{sub 1}
[m:CA1:2100 is-2:a-act2(2):ME]{sub 1}
[m:CA1:2003 is-3:a-act2(2):ME]{sub 1}
[m:CA1:1002 O-LM:a-act2(2):ME]{sub 1}
[m:CA1:0300 sca-sr-cb:a-act2(2):ME]{sub 1}
[m:CA1:0102 is-1:a-act2(2):ME]{sub 1}
[m:CA1:0012 axo-axonic:a-act2(2):ME]{sub 1}
[m:CA1:0003 cb-soso:a-act2(2):ME]{sub 1}","Ratzliff AD, Soltesz I","Differential immunoreactivity for alpha-actinin-2, an N-methyl-D-aspartate-receptor/actin binding protein, in hippocampal interneurons",Neuroscience,2001,11246149,,,
,161136,,,"""Fig. 3. Somatic a-actinin-2 is absent from PV- and CB-positive interneurons. Different subpopulations of interneurons were
examined by double-label immuno?uorescence to determine if they contained a-actinin-2-positive (a-A-2) interneurons. Neither
PV- nor CB-positive neurons showed co-localization with a-actinin-2. (a, c) Alpha-actinin-2; (b, d) Calcium-binding protein marker.""",,"""The antibodies were used at the following concentrations and
obtained from the following sources: mouse anti-a-actinin
(1:20,0001:100,000, clone EA-53, Sigma, St. Louis, MO,
USA), rabbit anti-glutamate decarboxylase-67 (GAD; 1:1000
1:4000, Chemicon, Temecula, CA, USA), rabbit anti-calbindin
D 28k (CB; 1:3000, courtesy of Dr K. G. Baimbridge), rabbit anti-
parvalbumin (PV; 1:1000, courtesy of Dr K. G. Baimbridge),
rabbit anti-calretinin (CR; 1:1000, Chemicon), rabbit anti-NPY
(1:20001:4000, Sigma), rabbit anti-vasoactive intestinal poly-
peptide (VIP; 1:5000, courtesy of Dr T. Gorcs), and rabbit anti-
cholecystokinin (CCK; 1:10,000, courtesy of Dr T. Gorcs). The
mouse a-actinin antibody is speci?c for a-actinin-2 in the brain
as determined previously. 80 All the antibodies had been
previously characterized: rabbit anti-GAD67, 26 rabbit anti-CB, 10
rabbit anti-PV, 4 rabbit anti-CR, 78 rabbit anti-NPY, 2 rabbit anti-
VIP 20 and rabbit anti-CCK. 20""","p338, left mid","""Adult and juvenile Wistar rats (adult 150250 g, juvenile 10
50 g; Simonsen, Gilroy, CA, USA) were used in this study.""","p338, left top","<DG:  in interneurons a-act 2 mutually exclusive with PV, CCK, VIP, and CB>
<CA1:  in interneurons a-act 2 mutually exclusive with PV, CCK, VIP, and CB>

[m:DG:2232 bc:a-act2(2):ME]{sub 1}
[m:DG:2232 bc-cck:a-act2(2):ME]{sub 1}

[m:CA1:3200p pp ii:a-act2(2):ME]{sub 1}
[m:CA1:2300 is-1:a-act2(2):ME]{sub 1}
[m:CA1:2232 bc:a-act2(2):ME]{sub 1}
[m:CA1:2232 bc-cck:a-act2(2):ME]{sub 1}
[m:CA1:2232 axo-axonic:a-act2(2):ME]{sub 1}
[m:CA1:1002 O-LM:a-act2(2):ME]{sub 1}
[m:CA1:0300 sca-sr-cb:a-act2(2):ME]{sub 1}
[m:CA1:0102 is-1:a-act2(2):ME]{sub 1}
[m:CA1:0012 axo-axonic:a-act2(2):ME]{sub 1}","Ratzliff AD, Soltesz I","Differential immunoreactivity for alpha-actinin-2, an N-methyl-D-aspartate-receptor/actin binding protein, in hippocampal interneurons",Neuroscience,2001,11246149,,,
,161138,,,"""This study demonstrates differential immunoreactivity
for a-actinin-2 in the somata and dendrites of inter-
neurons compared to the mostly dendritic immuno-
reactivity in principal cells of CA1 and the dentate
gyrus.""","p344, right top","""The antibodies were used at the following concentrations and
obtained from the following sources: mouse anti-a-actinin
(1:20,0001:100,000, clone EA-53, Sigma, St. Louis, MO,
USA), rabbit anti-glutamate decarboxylase-67 (GAD; 1:1000
1:4000, Chemicon, Temecula, CA, USA), rabbit anti-calbindin
D 28k (CB; 1:3000, courtesy of Dr K. G. Baimbridge), rabbit anti-
parvalbumin (PV; 1:1000, courtesy of Dr K. G. Baimbridge),
rabbit anti-calretinin (CR; 1:1000, Chemicon), rabbit anti-NPY
(1:20001:4000, Sigma), rabbit anti-vasoactive intestinal poly-
peptide (VIP; 1:5000, courtesy of Dr T. Gorcs), and rabbit anti-
cholecystokinin (CCK; 1:10,000, courtesy of Dr T. Gorcs). The
mouse a-actinin antibody is speci?c for a-actinin-2 in the brain
as determined previously. 80 All the antibodies had been
previously characterized: rabbit anti-GAD67, 26 rabbit anti-CB, 10
rabbit anti-PV, 4 rabbit anti-CR, 78 rabbit anti-NPY, 2 rabbit anti-
VIP 20 and rabbit anti-CCK. 20""","p338, left mid","""Adult and juvenile Wistar rats (adult 150250 g, juvenile 10
50 g; Simonsen, Gilroy, CA, USA) were used in this study.""","p338, left top","[m:CA1:2223 pyr:a-act2(1):pcl]{sub 1}
[m:DG:2201 GC:a-act2(1):ME]{sub 1}","Ratzliff AD, Soltesz I","Differential immunoreactivity for alpha-actinin-2, an N-methyl-D-aspartate-receptor/actin binding protein, in hippocampal interneurons",Neuroscience,2001,11246149,,,
,,,,,,,,,,,,,,,,,,
,161140,,,"""The cell bodies of pyramidal neurons in CA1 and
CA3 ?elds appeared to be unstained but surrounded by a dense plexus of immunoreactive ?bers. The
granule cells in the dentate area were also immunonegative.""","p393, Abstract","""Floating slices were washed in KPBS 50 mM, incubated
with the aYnity-puri?ed CB1 receptor antibodies (1:2000
dilution in 50 mM KPBS, 0.4% Triton, 1% bovine serum
albumin) at 4)C for 48 h.""","p394, right bot","""Male SpragueDawley rats (300350 g, Charles River,
n=8) were deeply anesthetized with sodium pentobarbital. . . .""","p394, right mid","[m:CA1:2223 pyr:CB1(2):pcl]{sub 1}
[m:CA3:23223 pyr a/b:CB1(2):pcl]{sub 1}
[m:DG:2201 GC:CB1(2):pcl]{sub 1}","Tsou K, Brown S, Sańudo-Peńa MC, Mackie K, Walker JM",Immunohistochemical distribution of cannabinoid CB1 receptors in the rat central nervous system,Neuroscience,1998,9460749,,,
