Word count of material used ,Cross-checked,Entered in axon-dendrite spreadsheet,Altered,ReferenceID,CellType,Material Used,Location in reference,Interpretation,Authors,Title,Journal/Book,Year,PMID/ISBN,PMCID,Notes,Replaced,CellType Proofreadby,CellType Proofreaddate,CellType Unique ID,Figure filename,A-D check
,AnK,,RW,612145,EC (+)000333p-SUB 111 multipolar neurons V/VI (MPN V-VI),"""FIG. 4.  Properties of deep layer nonpyramidal projection neurons [in entorhinal cortex].  (Aa) and Ba) Axonal and dendritic morphology of the neurons.  For better visualization, the soma and dendrites are drawn in black, the axon is drawn in red.  For abbreviations, see Fig. 1A.  Open arrows point to the origin of the axons.  (Aa) Camera lucida reconstruction of a vertical bipolar cell with a soma located in layer IV.  The axon which started from the flat side of the soma reaches the molecular layer of the DG [dentate gyrus].  Note the axonal arborization to the superficial layers. . . . (Ba) Camera lucida reconstruction of a multipolar neuron with a soma located in [entorhinal cortex] layer V and an axon that reached the molecular layer of the DG.  Note the axonal arborization that reaches [entorhinal cortex] layer III.""","p418, Fig. 4","EC (+)000333p-SUB 111 multipolar neurons V/VI (MPN V-VI)

[Y:EC:MPN V:S:EC:IV/V]{#1},
[Y:EC:MPN V:D:EC:IV_V_VI]{#1},
[Y:EC:MPN V:A:EC:IV_V_VI]{#1},
[Y:EC:MPN V:A:Sub:SM_SP_PL]{#1}

<Fig 4B, PL of subiculum has a continuing & terminating branch & is counted (also counted in Fig 4A)>","Gloveli T, Dugladze T, Schmitz D, Heinemann U",Properties of entorhinal cortex deep layer neurons projecting to the rat dentate gyrus,European Journal of Neuroscience,2001,11168548,not free,main source,,,,,,DWW
,JR,,,612146,"EC (+)223111-CA1 1000-SUB 100 pyramidal cells III small (PC III sm), EC complex pyramidal III 313300, EC 223000 stellate III cells, EC 223000 stellate III cells","""FIGURE 9.  Morphology and physiology of MEC [medial entorhinal cortex] LIII principal neurons.  A: From left to right, Neurolucida drawings of a representative small spiny pyramidal neuron (P28), a complex pyramidal neuron (P30), a multipolar neuron (P28), a SC [stellate cell] (P16), and a bipolar complex pyramidal neuron with one prominent horizontal dendrite (P14).  Horizontal lines indicate borders between layers of MEC.""","p1289, Fig. 9","EC (+)223111-CA1 1000-SUB 100 pyramidal cells III small (PC III sm)

<P28>
[Y:EC:pyramidal III:S:EC:III]{1},
[Y:EC:pyramidal III:D:EC:I_II_III]{1},
[Y:EC:pyramidal III:A:EC:III_V]{1}
<N = 14>

MEC (+)313300 complex pyramidal cells III medial (cmplx PC III med)

<P30>
[Y:EC:complex pyramidal III:S:EC:III] {1},
[Y:EC:complex pyramidal III:D:EC:I_III_IV] {1},
[Y:EC:complex pyramidal III:A:EC:I_II_III_IV] {1}
<N = 35>

EC (+)223000 stellate cells III (SC III)

<P16>,
[Y:EC:stellate III:S:EC:III]{1},
[Y:EC:stellate III:D:EC:I_II_III]{1}
[Y:EC:stellate III:A:EC:III]{1}
<axon to angular bundle>

MEC (+)133100 bipolar neurons III (BPN III)

<P14>
[Y:EC:bipolar III:S:EC:III]{1},
[Y:EC:bipolar III:D:EC:II_III]{1},
[Y:EC:bipolar III:A:EC:I_II_III_IV]{1}
<axon in V does not penetrate layer 15%>
<N = 11>","Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. II. The medial entorhinal cortex,Hippocampus,2011,22161956,not free,,,,,,,DWW
,JR,,,612147,"EC (+)000023 pyramidal cells-polymorphic cells V/VI (PC-PMC V-VI; pyramidal-3), EC MPN_proj_V-VI(+)000333p-SUB_111","""FIGURE 11.  Morphology and physiology of MEC [medial entorhinal cortex] LVI principal neurons.  A: From left to right, Neurolucida drawings of a horizontal pyramidal neuron (P23), a tilted pyramidal neuron (P15), and a multipolar LVI principal neuron (P17). Lines indicate borders between layers of the MEC.  Dendrites are represented in black and axons in red.  Scale bars: 200 microm.""","p1293, Fig. 11","EC (+)000023 pyramidal cells-polymorphic cells V/VI (PC-PMC V-VI; pyramidal-3) 

[Y:EC:pyr-3 VI:S:EC:VI]{#3},
[Y:EC:pyr-3 VI:D:EC:V_VI]{#1},
[Y:EC:pyr-3 VI:A:EC:VI]{#1}
<dendrites and axons in the white matter>

EC (+)000333p-SUB 111 multipolar neurons V/VI (MPN V-VI)

<dendrites and axons in the white matter>,
[Y:EC:MPN-pyr VI:S:EC:VI]{#3},
[Y:EC:MPN-pyr VI:D:EC:V_VI]{#1},
[Y:EC:MPN-pyr VI:A:EC:V_VI]{#1}","Canto CB, Witter MP",Cellular properties of principal neurons in the rat entorhinal cortex. II. The medial entorhinal cortex,Hippocampus,2011,22161956,not free,,,,,,,DWW
,MR,,MR,612148,methods,"""Sprague-Dawley rats (Zivic-Miller) of both sexes, ranging in age from 35 to 49 days""","p207, left bot",<35-49 d male and female Sprague-Dawley rats>,"Claiborne BJ, Amaral DG, Cowan WM.","Quantitative, three-dimensional analysis of granule cell dendrites in the rat dentate gyrus. ", J Comp Neurol,1990,2289972,not free,,,,,,,DWW
,MR,,MR,612149,methods,"""After removing the hippocampus, 400 microm-thick transverse slices were cut in a plane  perpendicular to the long (or septotemporal) axis of the dentate gyrus""","p207, right top",<400 microm transverse slices perpendicular to septotemporal axis>,"Claiborne BJ, Amaral DG, Cowan WM.","Quantitative, three-dimensional analysis of granule cell dendrites in the rat dentate gyrus. ", J Comp Neurol,1990,2289972,not free,,,,,,,DWW
,MR,,MR,612150,DG (+)2201p-CA3 00110 granule cells (GC),"""It should be emphasized that virtually all of the dendrites extended to the hippocampal fissure or the pial surface and that they were uniformly and darkly stained throughout (Fig. lB,C).  Only occasionally did an uncut dendrite terminate at some intermediate point within the molecular layer.  As seen in Golgi-impregnated material, numerous spines of various shapes and sizes were observed along the full extent of the dendrites (Fig. 1C).""","p208, left mid","DG (+)2201p-CA3 00110 granule cells (GC)

[Y:DG:granule:D:DG:SMo]{#3},
<spiny>","Claiborne BJ, Amaral DG, Cowan WM.","Quantitative, three-dimensional analysis of granule cell dendrites in the rat dentate gyrus. ", J Comp Neurol,1990,2289972,not free,,,,,,1,DWW
,MR,,MR,612151,DG (+)2201p-CA3 00110 granule cells (GC),"""TABLE 2.  Percentages of Branch Points and Total Dendritic Length in Thirds of the Molecular Layer'""","p211, right bot","DG (+)2201p-CA3 00110 granule cells (GC)

[Y:DG:granule:D:DG:SMo_SMi]{#3},
<63% of dendritic branch points in SMi_SG>,
<37% of dendritic branch points in SMo>,
<30% of dendritic length in SMi_SG>,
<70% of dendritic length in SMo>,
<D:SG are within 100 microm of the soma and considered to be part of the soma>","Claiborne BJ, Amaral DG, Cowan WM.","Quantitative, three-dimensional analysis of granule cell dendrites in the rat dentate gyrus. ", J Comp Neurol,1990,2289972,not free,,,,,,1,DWW
,MR,,MR,612152,DG (+)2201p-CA3 00110 granule cells (GC),"""The animals used in this study were Sprague-Dawley rats (Zivic-Miller) of both sexes, which ranged in age from 35 to 50 days, and weighed between 125 and 250 g.""","p436, right mid","DG (+)2201p-CA3 00110 granule cells (GC)

<125-250 g = 35-50 d male and
female Sprague-Dawley rats>","Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,not free,,,,,,,DWW
,MR,,MR,612153,DG (+)2201p-CA3 00110 granule cells (GC),"""The hippocampal formation was dissected out and slices 350-400 microm thick were cut on a McIlwain tissue chopper in a plane transverse to the long axis of  the hippocampus.""","p436, right bot","DG (+)2201p-CA3 00110 granule cells (GC)

<350-400 microm slices transverse to long axis>","Claiborne, B. J., Amaral, D. G. & Cowan, W. M.",A light and electron microscopic analysis of the mossy fibers of the rat dentate gyrus.,J. Comp. Neurol.,1986,3700723,not free,,,,,,,DWW
,JR,,JR,612163,methods,"""We injected 0.25 microm of the retrograde tracer, Fast blue, into the hippocampus.  After 3 days survival time the animals were sacrificed by transcardial perfusion with 4% paraformaldehyde and 0.4% glutaraldehyde in 0.1 M phosphate buffer (pH 7.4).  The brain was immediately removed from the skull and serially sectioned in the frontal plane (100 microm slices).""","p187, left bot",<in vivo labeling>,"Germroth P, Schwerdtfeger WK, Buhl EH",GABAergic neurons in the entorhinal cortex project to the hippocampus,Brain Research,1989,2765919,not free,,,,,,,DWW
,JR,,JR,612164,EC (-)023000 multipolar inhibitory 3 III(MPI 3 III),"""Apart from 'classical' projection neurons, i.e. spiny stellate cells (in layer II [of the entorhinal cortex]), and pyramidal cells (predominantly in layer III), a small population of sparsely spinous horizontal-bipolar cells at  the outer rim of layer II (Fig. 1A) and multipolar cells in layers 1I and III (Fig. 1D) also project to the hippocampus.""","p189, right bot","EC (-)023000 multipolar inhibitory 3 III(MPI 3 III)
<multipolar inhibitory 3 III axon to hippocampus>","Germroth P, Schwerdtfeger WK, Buhl EH",GABAergic neurons in the entorhinal cortex project to the hippocampus,Brain Research,1989,2765919,not free,,,,,,,DWW
,JR,,JR,612165,EC (-)023000 multipolar inhibitory 3 III(MPI 3 III),"""After post-embedding immunocytochemistry, the somata and dendrites of the injected cells [in the entorhinal cortex] contained numerous grains of immunogold; about 3-7 times the amount of the surrounding neuropil (see Figs. 2A, 3B and C).""","p190, left top","EC (-)023000 multipolar inhibitory 3 III(MPI 3 III)
<multipolar inhibitory 3 III GABA immunoreactive>","Germroth P, Schwerdtfeger WK, Buhl EH",GABAergic neurons in the entorhinal cortex project to the hippocampus,Brain Research,1989,2765919,not free,,,,,,,DWW
,JR,,JR,612166,methods,"""Twelve Wistar rats weighing between 250 and 350 g Then the animals received a stereotaxic injection of 0.25 ~1 of a 2% solution of FB [fast blue] in the left anterior hippocampus  After a survival time of 3 days the animals were killed under anesthesia"" ","p683, right mid","<Wistar rats 250-350g>
<cells identified via retrograde labeling from hippocampal injections>","Germroth P, Schwerdtfeger WK, Buhl EH",Morphology of identified entorhinal neurons projecting to the hippocampus A light microscopical study combining retrograde tracing and intracellular injection,Neuroscience,1989,2771045,not free,,,,,,,DWW
,JR,,,612167,EC (+)223000 stellate cells III (SC III) (AKA stellate 2 III),"""The third group of spiny stellate cells was seen in deep layer II or in upper layer III [of the entorhinal cortex].  This type displayed only one or two basal dendrites and a variety of diagonally ascending dendrites that branched in layer I (Fig. 3g).  Their descending axons had collaterals in layers III and IV.""","p684, right mid","EC (+)223000 stellate cells III (SC III) (AKA stellate 2 III)
[Y:EC:stellate 2 III:S:EC:III]{3},
[Y:EC:stellate 2 III:A:EC:III]{3},
[Y:EC:stellate 2 III:D:EC:I_II_III]{3}
<penetration depth of axons in Iv is unknown>
<spiny>","Germroth P, Schwerdtfeger WK, Buhl EH",Morphology of identified entorhinal neurons projecting to the hippocampus A light microscopical study combining retrograde tracing and intracellular injection,Neuroscience,1989,2771045,not free,,,,,,,DWW
,MR,,MR,612168,EC (+)223111p-CA1_1000-SUB_100_Pyramidal_III_sm,"""The results concerning spinous neurons, i.e., pyramidal cells and spiny stellate cells, were quite alike.""","p217, left mid","EC (+)223111p-CA1_1000-SUB_100_Pyramidal_III_sm

<Pyramidal cells have spiny dendrites>","Germroth P, W. K. Schwerdtfeger, and E. H. Buhl, ",Ultrastructure and aspects of functional organization of pyramidal and nonpyramidal entorhinal projection neurons contributing  to  the  perforant  path.,The Journal of Comparative Neurology,1991,2026788,not free,,,,,,,DWW
,MR,,MR,612169,EC (+)223111p-CA1_1000-SUB_100_Pyramidal_III_sm,"""While most frequent in layer III [of the entorhinal cortex], cells of this type also occur in layer II.  They have a prominent apical dendrite, mostly bifurcating at the top  of layer II , and cover a horizontal area between  100 and 350 microm, while lateral and basal dendrites ramify more intensely, extending between 100 and 200 microm.""","p217, left mid","EC (+)223111p-CA1_1000-SUB_100_Pyramidal_III_sm

[Y:EC:small pyr III:S:EC:III]{3},
[Y:EC:small pyr III:D:EC:III]{3}","Germroth P, W. K. Schwerdtfeger, and E. H. Buhl, ",Ultrastructure and aspects of functional organization of pyramidal and nonpyramidal entorhinal projection neurons contributing  to  the  perforant  path.,The Journal of Comparative Neurology,1991,2026788,not free,,,,,,,DWW
,MR,,MR,612170,EC (+)223111p-CA1_1000-SUB_100_Pyramidal_III_sm,"""Axonal collaterals form numerous asymmetric synapses on dendritic spines [of the entorhinal cortex] (Fig. 5C,D) in close proximity to the pyramidal (or spiny stellate; Fig. 9C) cell from which they originate.""","p217, right mid","EC (+)223111p-CA1_1000-SUB_100_Pyramidal_III_sm

[Y:EC:small pyr III:A:EC:III]{3}
<asymmetric synapses on dendritic spines>","Germroth P, W. K. Schwerdtfeger, and E. H. Buhl, ",Ultrastructure and aspects of functional organization of pyramidal and nonpyramidal entorhinal projection neurons contributing  to  the  perforant  path.,The Journal of Comparative Neurology,1991,2026788,not free,,,,,,,DWW
,MR,,MR,612171,EC (+)223111p-CA1_1000 SUB_100_Pyramidal_III_sm (AKA small simple pyr),"""Fig. 12.  Diagram showing some intrinsic and extrinsic connections of identified entorhino-hippocampal projection neurons.""","p229, Fig. 12","EC (+)223111p-CA1_1000 SUB_100_Pyramidal_III_sm (AKA small simple pyr)
[Y:EC:small simple pyr III:S:EC:III]{2},
[Y:EC:small simple pyr III:A:CA1:unspecified]{2},
[Y:EC:small simple pyr III:A:EC:III]{2},
[Y:EC:small simple pyr III:D:EC:I_II_III]{2}","Germroth P, W. K. Schwerdtfeger, and E. H. Buhl, ",Ultrastructure and aspects of functional organization of pyramidal and nonpyramidal entorhinal projection neurons contributing  to  the  perforant  path.,The Journal of Comparative Neurology,1991,2026788,not free,,,,,,,DWW
,1,,NZ,612172,methods,"""Twenty-four guinea-pigs were used in these experiments.""","p1730, left bot",<guinea pigs>,"Gulyas AI, Miles R, Hajos N and Freund TF",Precision and variability in postsynaptic target selection of inhibitory cells in the hippocampal CA3 region.,Eur. J. Neurosci.,1993,8124523,not free,,,,,,,DWW
,1,,NZ,612173,methods,"""Both  hippocampi were removed and slices of 450 microm thickness were cut with a vibratome.""","p1730, left bot",<450 microm slices>,"Gulyas AI, Miles R, Hajos N and Freund TF",Precision and variability in postsynaptic target selection of inhibitory cells in the hippocampal CA3 region.,Eur. J. Neurosci.,1993,8124523,not free,,,,,,,DWW
,1,,NZ,612174,methods,"""Axons and dendrites of filled cells were drawn using a camera lucida and a 50X oil-immersion objective, and reconstructed from four to five 80 microm thick sections.""","p1730, right bot",<biocytin filled; slices reconstructed from 4-5 80 microm sections>,"Gulyas AI, Miles R, Hajos N and Freund TF",Precision and variability in postsynaptic target selection of inhibitory cells in the hippocampal CA3 region.,Eur. J. Neurosci.,1993,8124523,not free,,,,,,,DWW
,1,,NZ,612175,CA3 22232 axo-axonic,"""The cell body was located on the border of strata lucidum and pyramidale. The dendrites were radially oriented and projected into stratum oriens and stratum radiatum. The axonal arborization of this cell had the largest diameter (1700 microm) among the non-pyramidal cells described in this study. In the CA3a and b regions the axon terminal cloud occupied stratum pyramidale and the adjacent stratum oriens. The axonal arbor spread into CA3c as well, where it became less dense, arborizing  in the vicinity  of loosely  packed  pyramidal cell bodies in 
stratum  pyramidale.""","p1733, right mid","CA3 22232 axo-axonic (AA) cells
[Y:CA3:axo-axonic:S:CA3:SP]{#3},
[Y:CA3:axo-axonic:D:CA3:SR_SL_SP_SO]{#3},
[Y:CA3:axo-axonic:A:CA3:SP]{#4}
<Rule 4, Section 3, Subsection ii, Clause 3 - perisomatic axonal targeting interpreted as PCL>
<Rule 4, Section 3, Subsection iii, Clause 1 - extended interpretation of SP in apical and basal directions>","Gulyas AI, Miles R, Hajos N and Freund TF",Precision and variability in postsynaptic target selection of inhibitory cells in the hippocampal CA3 region.,Eur. J. Neurosci.,1993,8124523,not free,,,,,,1,DWW
,1,,NZ,612176,CA3 22232 basket ,"""The postsynaptic  targets of the basket cell terminals studied  in the electron microscope (n = 31 and n = 30, Fig.  16) were cell bodies (Fig. 5B and C for cell TB1 [typical basket cell] and TB2 respectively) and dendrites of different diameter  (Fig. 5D, E), most of which are likely to belong to pyramidal cells. The relative distribution of postsynaptic targets (Fig. 16) reflected the proportion of terminals in different layers (Fig. 15). ","p1733, right bot","CA3 (-)22232 basket cells (BC)
<basket cells target soma and proximal dendrites of pyramidal cells>","Gulyas AI, Miles R, Hajos N and Freund TF",Precision and variability in postsynaptic target selection of inhibitory cells in the hippocampal CA3 region.,Eur. J. Neurosci.,1993,8124523,not free,,,,,,,DWW
,AnK,,AnK,612177,DG 0103 mossy cells,"""The mossy cells identified in our light microscopic preparations are characterized by: (1) triangular or multipolar shaped somata; (2) three to four primary dendrites that arise from the soma and bifurcate once or more to produce an extensive dendritic arborization restricted, for the most part, to the hilus; (3) numerous thorny excrescences on their somata and proximal dendrites with typical spines on distal dendrites; and (4) axons that bifurcate and are directed toward the fimbria and the molecular layer of the dentate gyrus.""","p835, top","DG (+)0103 mossy cells (MC)

[Y:DG:mossy:D:DG:H]{#3},
<thorny excrescences on soma and proximal dendrites>,
<spines on distal dendrites>,
<axons directed toward SM>","Ribak CE, Seress L, Amaral DG.","The development, ultrastructure and synaptic connections of the mossy cells of the dentate gyrus",Journal of neurocytology,1985,2419523,not free,,,,,,,DWW
,AnK,,AnK,612178,DG 0103 mossy cells,"""Many of the dendrites enter  the molecular layer of the dentate gyrus,  though this is rarely seen in the mature brain.""","p835, mid","DG (+)0103 mossy cells (MC)

<D:SM rarely in mature brain>","Ribak CE, Seress L, Amaral DG.","The development, ultrastructure and synaptic connections of the mossy cells of the dentate gyrus",Journal of neurocytology,1985,2419523,not free,,,,,,,DWW
,AnK,,AnK,612179,DG 0103 mossy cells,"""Although the [dentate gyrus mossy cells] distal dendrites lack the large, complex spines, they are studded with smaller spines like those typical of pyramidal cells.  The axons of the mossy cells usually arise from  the somata (Figs 1, 2).  Most of them are impregnated for only a short distance but some local collaterals are apparent in the hilus"" ","p840, top","DG (+)0103 mossy cells (MC)
<spines on distal dendrites>
<some A:H>","Ribak CE, Seress L, Amaral DG.","The development, ultrastructure and synaptic connections of the mossy cells of the dentate gyrus",Journal of neurocytology,1985,2419523,not free,,,,,,,DWW
,AnK,,AnK,612180,DG 2201-CA3 00110 granule cells,"""In the [dentate gyrus] hilus, the basal dendrites of  pyramidal  and fusiform basket cells have the greatest concentration  of axon terminals apposed to their surfaces, and most of  these axon terminals contain round synaptic vesicles and form asymmetric synapses.  Some of the axon terminals that synapse on the basal dendrites of pyramidal basket cells were identified as mossy fiber terminals (Ribak and Seress, 1983).""","p159, left bot","DG 2201-CA3 00110 granule cells

[Y:DG:granule:A:DG:H]{#3}","Ribak CE, Shapiro LA",Ultrastructure and synaptic connectivity of cell types in the adult rat dentate gyrus,Prog Brain Res,2007,17765717,not free,,,,,,,DWW
,AnK,,AnK,612181,DG 2201-CA3 00110 granule cells,"""The [dentate gyrus] basket cells receive afferents from at least two other fiber systems besides the mossy fibers from granule cells.  They include the commissural axons from the contralateral dentate gyrus that terminate in the inner molecular layer and beneath the granule cell layer, and perforant path fibers that terminate in the outer molecular  layer [of the dentate gyrus] (Seress  and Ribak,1984; Zipp et al., 1989).  In addition to forming synapses on granule cell apical dendrites, these latter afferents also form synapses  onto basket cell apical dendrites.""","p159, left bot","DG 2201-CA3 00110 granule cells

[Y:DG:granule:D:DG:SMo]{#3}","Ribak CE, Shapiro LA",Ultrastructure and synaptic connectivity of cell types in the adult rat dentate gyrus,Prog Brain Res,2007,17765717,not free,,,,,,,DWW
,AnK,,AnK,612182,DG 2232 Basket Cells,"""These connections [of dentate gyrus basket cells onto basket cell apical dendrites] were suggested to function as a feed-forward inhibitory circuit for granule cells (Seress and Ribak,1984; Zipp et al., 1989; Kneisler and Dingledine,1995a). ""","p159, right top","DG 2232 Basket Cells

<Seress and Ribak, 1984, to be mined>,
<Zipp et al., 1989, to be mined>,
[Y:DG:basket:D:DG:SMi_SMo]{#3}
<@@ unknown @@>","Ribak CE, Shapiro LA",Ultrastructure and synaptic connectivity of cell types in the adult rat dentate gyrus,Prog Brain Res,2007,17765717,not free,,,,,,,basket unknown
,AnK,,AnK,612183,DG 2233 axo-axonic (AA) cells,"""The chandelier cells of the dentate gyrus have their somata located within or immediately adjacent to the granule cell layer. The cell bodies and dendrites of these neurons exhibit several of the characteristic ultrastructural features of non-granule cells, including a large perikaryal cytoplasm, nuclear infoldings,  intranuclear inclusions and a large number of synapses on the soma and aspiny dendrites. Within the dentate gyrus, chandelier cell axons densely innervate the granule cell layer with radially oriented terminal rows, and also form an extensive plexus in the hilus.""","p163, left mid","DG 2233 axo-axonic (AA) cells

<chandelier cells>,
[Y:DG:axo-axonic:S:DG:SG]{#4},
[Y:DG:axo-axonic:A:DG:SG_H]{#4}, <aspiny>","Ribak CE, Shapiro LA",Ultrastructure and synaptic connectivity of cell types in the adult rat dentate gyrus,Prog Brain Res,2007,17765717,not free,,,,,,,DWW
,AnK,,AnK,612184,DG 2233 axo-axonic (AA) cells,"""The dendrites of the [dentate gyrus] chandelier cells extend radially through the molecular layer and can reach as far as the hippocampal  fissure (Soriano and Frotscher 1989; Soriano et al., 1990; Han et al., 1993; Buhl et al.,1994). Occasionally, basal dendrites from chandelier cells cross the granule cell  layer toward  the hilus (Soriano et al., 1990).  There are also three classes of chandelier cells that have their somata in the hilus. The three chandelier cell types observed in the hilus projected to granule cells at the same septo-temporal level where their cell bodies were located.""","p163, left bot","DG 2233 axo-axonic (AA) cells

[Y:DG:axo-axonic:S:DG:H]{#3},
[Y:DG:axo-axonic:D:DG:SMi_SMo]{#4}","Ribak CE, Shapiro LA",Ultrastructure and synaptic connectivity of cell types in the adult rat dentate gyrus,Prog Brain Res,2007,17765717,not free,,,,,,1,DWW
,1,,,612185,methods,"Male Wistar rats  (Charles-River, Budapest, 250 g, n = 8) ","p525, right bot",<250 g male Wistar rats>,"Gulyas AI, Freund TF",Pyramidal cell dendrites are the primary targets of calbindin D28k-immunoreactive interneurons in the hippocampus,Hippocampus,1996,8953305,not free,,,,,,,DWW
,1,,,612186,methods,sectioned on a Vibra-tome at 80 microm.,"p526, left top",<80 microm slices>,"Gulyas AI, Freund TF",Pyramidal cell dendrites are the primary targets of calbindin D28k-immunoreactive interneurons in the hippocampus,Hippocampus,1996,8953305,not free,,,,,,,DWW
,1,,NZ,612187,methods,"""Male Wistar rats""","p3398, left top",<male Wistar rats>,"Gulyas AI, Hajos N, Freund TF",Interneurons containing calretinin are specialized to control other interneurons in the rat hippocampus,The Journal of Neuroscience,1996,8627375,free,,,,,,,DWW
,1,,NZ,612188,methods,"""Selected CR-IR [calretinin-immunoreactive] cells were drawn with the aid of a drawing tube and reconstructed from six 80-microm-thick serial sections."" ","p3998, left bot",<six consecutive 80 microm sections>,"Gulyas AI, Hajos N, Freund TF",Interneurons containing calretinin are specialized to control other interneurons in the rat hippocampus,The Journal of Neuroscience,1996,8627375,free,,,,,,,DWW
,AnK,,AnK,612189,methods,"""Briefly, transverse hippocampal slices of 300 microm thickness were cut on a Vibratome (Oxford series 1000) from Sprague-Dawley rats (postnatal days 17-22) after isoflurane anaesthesia.""","p3814, left top","<300 microm-thick slices>
<17-22 day-old Sprague-Dawley rats>","Gulyas AI, Toth K, McBain CJ, Freund TF",Stratum radiatum giant cells: a type of principal cell in the rat hippocampus,. Eur J Neurosci,1998,9875359,not free,,,,,,,DWW
,AnK,,AnK,612191,methods,"""adult female Sprague-Dawley  rats ( 150-300  g)"" ","p271, right bot",<150-300 g adult female Sprague-Dawley rats>,"Buckmaster PS, Wenzel HJ, Kunkel DD, Schwartzkroin PA",Axon arbors and synaptic connections of hippocampal mossy cells in the rat in vivo,J Comp Neurol ,1996,8698887,not free,,,,,,,DWW
,AnK,,AnK,612192,methods,"""The hippocampus was removed,  slightly flattened (Gaarskjaer, 1978), frozen, and sectioned  (60 microm) perpendicular to the septotemporal axis with a sliding microtome.""","p272, left mid",<60-microm slices perpendicular to the septotemporal axis for light microscopy>,"Buckmaster PS, Wenzel HJ, Kunkel DD, Schwartzkroin PA",Axon arbors and synaptic connections of hippocampal mossy cells in the rat in vivo,J Comp Neurol ,1996,8698887,not free,,,,,,,DWW
,AnK,,AnK,612193,methods,"""A hippocampal slice from one in vitro labeling experiment was fixed for 4 hours a t  4°C in 3.5%' paraformaldehyde and 0.1% glutaraldehyde in  0.1 M PB (pH 7.4). The slice was rinsed in  10%. sucrose for 1 hour, followed by  30% sucrose for 8-12  hours for cryoprotection.  Frozen sections (60 microm) were cut and processed as described below. Following  labeling  of  a  mossy  cell  in  vivo  (two experiments), the rat was deeply anesthetized with pentobarbital (100 mg/kg, i.p.) and the brain fixed by  transcardial perfusion.""","p272, right top",<60-microm slices for in vitro labeling>,"Buckmaster PS, Wenzel HJ, Kunkel DD, Schwartzkroin PA",Axon arbors and synaptic connections of hippocampal mossy cells in the rat in vivo,J Comp Neurol ,1996,8698887,not free,,,,,,,DWW
,AnK,,AnK,612194,methods,"""Frozen  transverse  sections  (40 microm)  from  the  entire hippocampus were cut perpendicular to the septotemporal axis (by using a sliding microtome equipped with a freezing stage).""","p272, right mid",<40-microm transverse slices after in vivo labeling>,"Buckmaster PS, Wenzel HJ, Kunkel DD, Schwartzkroin PA",Axon arbors and synaptic connections of hippocampal mossy cells in the rat in vivo,J Comp Neurol ,1996,8698887,not free,,,,,,,DWW
,1,,JR,612195,methods,"""Young adult, female Wistar rats were used""","p412, right mid",<young adult female Wistar rats>,"Halasy K, Somogyi P",Subdivisions in the multiple GABAergic innervation of granule cells in the dentate gyrus of the rat hippocampus,The European journal of neuroscience,1993,8261118,not free,,,,,,,DWW
,1,,JR,612196,methods,"""Slices were freeze-thawed in liquid nitrogen, embedded in gelatine, and 60 microm thick sections were cut and processed for the visualization of the biocytin-filled cells with avidin-biotinylated  peroxidase complex (Vector Laboratories).""","p412, right mid",<60 microm slices>,"Halasy K, Somogyi P",Subdivisions in the multiple GABAergic innervation of granule cells in the dentate gyrus of the rat hippocampus,The European journal of neuroscience,1993,8261118,not free,,,,,,,DWW
37,1,,JR,612197,CA3 22010 radiatum giant cells (RGC),"""Labeled axons originated from the basal pole of the soma and penetrated into the pyramidal cell layer only [in CA3] (n = 7) or also extended to the st. oriens (n = 3, Fig. 1A, see arrows).""","p1999, right bot","CA3 22010 radiatum giant cells (RGC)

<n = 7 out of 10: axons penetrated into SP is 22010>

[Y:CA3:RGC1:A:CA3:SP]{#3}

<n = 3 out of 10: axons also extended into SO is 22011 in another packet>
[Y:CA3:RGC2:A:CA3:SP_SO]{#3}","Savic N, Sciancalepore M","Electrophysiological characterization of ""giant"" cells in stratum radiatum of the CA3 hippocampal region",Journal of Neurophysiology,2001,11353016,free,,,,,,,DWW
19,1,,JR,612198,CA3 22010 radiatum giant cells (RGC),"""Table 1.   A comparison of the electrophysiological properties of giant cells and CA3 pyramidal neurons recorded at 22-24°C""","p2000, Table 1","CA3 22010 radiatum giant cells (RGC)

<Note that RGCs have certain EP properties
that are similar to pyramidal cells:
- a high AP amplitude
- a low resting membrane potential
- a high membrane time constant>

<On the other hand, the relatively high input 
resistance is a characteristic of inhibitory cells>","Savic N, Sciancalepore M","Electrophysiological characterization of ""giant"" cells in stratum radiatum of the CA3 hippocampal region",Journal of Neurophysiology,2001,11353016,free,,,,,,,DWW
