Electrophysiological properties,,,,,,,,,,,,,PMID{Table_or_Figure#;Vrest ą SD (n)},PMID{Table_or_Figure#;Rin ą SD (n)},PMID{Table_or_Figure#;taum ą SD (n)},PMID{Table_or_Figure#;Vthresh ą SD (n)},PMID{Table_or_Figure#;FastAHP ą SD (n)},PMID{Table_or_Figure#;APampl ą SD (n)},PMID{Table_or_Figure#;APwidth ą SD (n)},PMID{Table_or_Figure#;MAxFR ą SD @Istimul (n)},PMID{Table_or_Figure#;SlowAHP ą SD @Istimul@time(n)},PMID{Table_or_Figure#;Sag_ratio ą SD @Istimul (n)},,PMID{Table_or_Figure#},PMID{Table_or_Figure#;Fr_adapt_ratio ą SD (n)@Istimul},PMID{Table_or_Figure#},,,,,"(0)-single pattern, (1)-neuron with 2 or more patterns, (2) - 2 or more subclasses, (3) -mixed evidences that could indicate  (1) or (2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Morphology of axons and dendrites ,,,,,,,,,,
,,,,,,F,Schaffer collateral associated,1,1,L,Schaffer collateral associated,1,9503336 {Table 1;-55.8 ą 2.8 (10)},9503336 {Table 1; 96.3 ą 36.0 (10)},9503336 {Table 1; 16.2 ą 8.9 (10)},X_@,9503336 {Table 1;11.4 ą 2.8(10)},9503336 {Table 1; 70.8 ą 8.0 (10)},9503336 {Table 1; 0.74 ą 0.1 (10)},,,,X_@,9503336,,,"Vida I, Halasy K, Szinyei C, Somogyi P, Buhl EH,J Physiol. 1998 Feb 1;506 ( Pt 3):755-73. ","Somogyi P, Klausberger T.J Physiol. 2005 Jan 1;562(Pt 1):9-26. p.14, right upper, general description",,,,X_@,,,,,,,,,,,,,,,,9503336 (Fig.3B) {r}?,,,,,,,,,,,,,,,,,,,,Schaffer collateral associated,, 978-1-4419-0995-4,3684,"""Fig. 6 Dendritic inhibitory interneuron types of the CA1 area. A BSC {bistratified cell}. The cell body is at the border of str. pyramidale (SP) and oriens (SO). Dendrites span the str. oriens and radiatum (SR) but do not extend into the lacunosum-moleculare (SLM). B SCA {Schaffer collateral-associated} cell with axon (red) in the str. radiatum (rad.). C PPA {perforant path-asscoaited} interneuron. Note the axon terminating in the CA1 str. lacunosum-moleculare (1-m.), the subiculum and the DG molecular layer (m.l.). D NG {neurogliaform} cell with a compact dendritic and a very dense axonal arbor in the str. rad. and 1-m. E O-LM {oriens lacusosum-moleculare} interneurons have horizontal dendritic tree in the str. oriens and project to the distal apical dendrites of pyramidal cells in the str. l-m (A from Klausberger et al., 2004; B-D from Vida et al., 1998; E from Martina et al., 2000, reproduced with permission. Š Nature Publishing Group, Wiley-Blackwell, and The American Association for the Advancement of Science.)""",,,,,,
CA1,Interneuron spec-5 (-)2300,4-056,1,1,0,,,1,0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA1,Oriens-alveus (-)2233,4-055,1,1,1,  q F,,1,1,L,,2,"3612227 {Table1, O/A interneuron; -51 ą3(40 SE)}","3612227 {Table1, O/A interneuron; 42 ą4(22 SE)}","3612227 {Table1, O/A interneuron; 5.6 ą0.4(18 SE)}",X_@,"3612227 {Table1, O/A interneuron; 8.1 ą0.9(32 SE)}","3612227 {Table1, O/A interneuron; 43 ą2(41 SE)}","3612227 {Table1, O/A interneuron; 1.1 ą0.1(32 SE)}",$ (not found),3612227_@,,X_@,3612227,3612227_@,$ (not found),"Lacaille JC, Mueller AL, Kunkel DD, Schwartzkroin PA.J Neurosci. 1987 Jul;7(7):1979-93. (m/e)","3612227(Table 1, Fig.4A2, Fig.5A2, Fig.8, Fig.9): m/e",2215928,,0,X_@,3612227 (Fig.5A2){r},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA1,Basket (-)2232,4-078,3,1,1,P,narrow-arbour,1,1,L,basket 2232,,11807843,$ (not found),$ (not found),11807843,11807843_@,11807843_@,$ (not found),$ (not found),$ (not found),,11807843,11807843,11807843_@,$ (not found),Pawelzik - Thomson .J Comp Neurol. 2002 Feb 18;443(4):346-67.,"Fig.3 ( E-G) ,  narrow-arbor basket cells",,,0,11807843,,,,,,,,,,,,,,,11807843 (Fig.3E-G) {i},,,,,,,,,,,,,,,,,,,,,basket 2232,,11807843,"4209,    4215,    4287","""The majority (29/36) of biocytin-Ţlled {CA1} parvalbumin-IR {immunoreactive} cells recorded in or close to SP {stratum pyramidale} were basket cells (Fig. 3, Table 1). Their dendrites were smooth or sparsely spiny, and a pronounced beading became noticeable at an average distance of 85 +/- 65 microm from the soma (Table 2). Dendrites spanned the SO {stratum oriens} and SR {stratum radiatum} and penetrated approximately half of the depth of the SLM {stratum lacunosum-moleculare} (extension of the dendritic tree into the SLM: 77 +/- 39 microm, for dendrites that were contained entirely within the thickness of the slice). The maximal mediolateral extent of the dendritic tree was 223 +/- 84 microm in the SR and 199 +/- 78 microm in the SLM. The dendrites of two basket cells with somata in the SO had a similar appearance. Although the axons of PV-IR {parvalbumin-immunoreactive} basket cells were located primarily in the SP, collaterals arising from a subpopulation of these cells (wide-arbour basket cells) also arborised in the adjacent regions of the SR and SO, where close appositions with pyramidal cell dendrites were made (Fig. 3C).""","p.349, right top",Pawelzik - Thomson .J Comp Neurol. 2002 Feb 18;443(4):346-67.,,,,
,,,,,,,,,1,L,,MICE,"21795545 {Table 3, cluster 1; -57 ą 5(15)}","21795545 {Table 3, cluster 1; 116 ą 63(15)}","21795545 {Table 3, cluster 1; 13 ą 8(15)}","21795545 {Table 3, cluster 1, 2nd spike; 22 }","21795545 {Table 3, cluster 1, second AHP; 25 ą 4(15)}","21795545 {Table 3, cluster 1, second AP; 48 ą 8(15)}","21795545 {Table 3, cluster 1, second AP; 0.54 ą 0.11(15)}",$ (not found),$ (not found),"21795545 {Table 3, cluster 1; 0.84 ą 0.06@(15)}",X_@,21795545,21795545,,"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.J Neurosci. 2011 Jul 27;31(30):10948-70. ","(PV+ :Fig.7A, Cluster1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,P,wide-arbour,0,,,,MICE,"21795545 {Table 3, cluster 6; -54 ą 6(18)}","21795545 {Table 3, cluster 6; 219 ą 98(18)}","21795545 {Table 3, cluster 6; 22 ą 9(18)}",X_@,21795545,21795545,21795545,$ (not found),21795545_@,"21795545 {Table 3, cluster 1;0.71 ą 0.15@(18)}",X_@,21795545,21795545,,"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.J Neurosci. 2011 Jul 27;31(30):10948-70. "," (CCK+:Fig.8A,B, Cluster 6)",,,,X_@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Basket-CCK (-)2232,4-079,1,1,0,,,1,0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA1,Axo-axonic (-)2232,4-036,1,1,1,P,,1,1,L,see 4-039   ,,11807843 {Fig.4B; -66},$ (not found),$ (not found),11807843 {Fig.4B; 21.2},11807843 {Fig.4B; 17.6},11807843 {Fig.4B; 54.5},$ (not found),$ (not found),11807843 {Fig.4B;7.7@600@400},,X_@,11807843,11807843_@,$ (not found),Pawelzik - Thomson .J Comp Neurol. 2002 Feb 18;443(4):346-67.,Fig.4B,8035215.1:( Fig.5 D-F); 8035215.2:( Fig.6),,0,X_@,,11807843 (Fig.4B) {i},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA1,Interneuron spec-4 (-)2223,4-020,1,1,0,,,1,0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,interneuron specific III,,,,,,,,,,
CA1,Interneuron spec-2 (-)2100,4-021,1,1,0,,,1,0,C,interneuron specific II,checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,interneuron specific II,,,,,,,,,,
CA1,Interneuron spec-3 (-)2003,4-022,1,1,0,,,1,0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,interneuron specific III,,,,,,,,,,
CA1,LM-R (-)1300,4-061,1,1,2,,,1,2,L,,,"21795545 {Table 3, cluster 1; -57 ą 5(15)}","21795545 {Table 3, cluster 1; 116 ą 63(15)}","21795545 {Table 3, cluster 1; 13 ą 8(15)}","21795545 {Table 3, cluster 1, 2nd spike; 22 }","21795545 {Table 3, cluster 1, second AHP; 25 ą 4(15)}","21795545 {Table 3, cluster 1, second AP; 48 ą 8(15)}","21795545 {Table 3, cluster 1, second AP; 0.54 ą 0.11(15)}",$ (not found),"21795545 {Fig.7I, 8D;  0 }","21795545 {Table 3, cluster 1; 0.84 ą 0.06@(15)}",X_@,21795545,21795545,,,Fig. 7I cluster? ; 8D (to add line),,,1,@,"21795545 (Fig.7I, 8D) {r}",,,21795545 (Fig.7I) ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pyramidal SR-CB-neg,,,,,,,,,,
CA1,P-LM (-)1202,4-066*,1,1,1,,,1,1,L,,,"10777798 {Fig.7bc; [-69,-67]}","10777798 {Fig.7bc; [150,300]}",10777798 {Fig.7c;  68},"10777798 {Fig.7b, bottom, middle; [14.0, 16.2 ]}","10777798 {Fig.7b, bottom, middle; [7.2, 9.6 ]}","10777798 {Fig.7b, bottom, middle; [82.8, 89.2 ]}",,$ (not found),"10777798 {Fig.7b, top; 4.6@150@500}",10777798 {Fig.7c; 0.71@200},@,10777798,@,@," Oliva AA Jr, Jiang M, Lam T, Smith KL, Swann JW. J Neurosci. 2000 May
1;20(9):3354-68. ","Fig7b,c",,,0,@,10777798 (Fig.7b) {r},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA1,Back proj (-)1133p,4-023,1,1,1,P,,1,1,L,backproject,1,$ (not found),$ (not found),$ (not found),"8085161 {Fig.4A;[12, 19] }","8085161 {Fig.4A;[10, 17] }","8085161 {Fig.4A;[55, 61] }",$ (not found),$ (not found),$ (not found),8085161 {Fig.4A;0.999 },X_@,8085161,$ (not found),8085161 _@,"Sik A, Ylinen A, Penttonen M, Buzski G.Science. 1994 Sep 16;265(5179):1722-4. ","Fig. 4 A,B",(see also  20421280 ?)  ,,0,X_@,8085161 (Fig.4) {r}?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,backproject,,8085161,,Fig. 3,,"Sik A, Ylinen A, Penttonen M, Buzski G.Science. 1994 Sep 16;265(5179):1722-4. ",,,,
CA1,Bistratified proj (-)1113p,4-068,1,1,0,,,1,0,C,,,,,,,,,,,,,,,,,,,,has to be chechked,,???,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA1,O-LM (-)1002,4-024,3,1,2,F,,1,2,L,oriens lacunosum-moleculare (O-LM),9,"20421280 {p.2117, right; -55.7 ą 6.5 (19)}","20421280 {Table 1, OLM;[169,211] }","20421280 {Table 1, OLM;[31.9,46.9] }",X_@,X_@,20421280_@,$ (not found),$ (not found),X_@,"20421280 {Table 1, OLM; [0.382,0.644] }",X_@,20421280,20421280_@,20421280_@,"Zemankovics R, Kli S, Paulsen O, Freund TF, Hjos N. J Physiol. 2010 Jun 15;588(Pt 12):2109-32","20421280.1 : (""Figure 1.Light microscopic reconstructions and voltage responses to current steps of the investigated cell types recorded in the stratum oriens of hippocampal CA1 region A, example artistic renderings of light microscopic reconstructions of a pyramidal cell (PC), an oriens-radiatum cell (O-R), an oriens-lacunosum-moleculare cell (OLM), and a fast spiking perisomatic region-targeting interneuron (FS PTI). Dendrites are represented in black and axons in red. Dendritic spines are enhanced for visibility. B, voltage responses to depolarising (200 pA) and hyperpolarising current steps (from -20 to -200 pA in increments of 20 pA). A sag (marked with arrows) indicating the presence of Ih can be seen in PCs, O-R cells and OLM cells. FS PTIs had a small or no sag. s.l-m., stratum lacunosum-moleculare; s.r., stratum radiatum; s.p., stratum pyramidale; s.o., stratum oriens."")","The Hippocampus Book (Spruston and McBain, Fig.5-24, A)",,3,X_@,,,,,,,,,,,,,,,,20421280  (Fig.1B) ?,,,,,,,,,,,,,,,,,,,,oriens lacunosum-moleculare (O-LM),,20421280,600209,"Another group of {CA1} interneurons also had both the cell body and dendritic tree in the stratum oriens, but their horizontally running dendrites were often densely decorated with long spines. Their axon frequently originated from a proximal dendrite, and after ramiŢcation the main axon without boutons could be followed into the stratum lacunosum-moleculare. In this layer the axon ramiŢed extensively bearing heavily packed varicosities. Some axon collaterals with boutons were also observed in the stratum oriens. These neurons were identiŢed as oriensĐlacunosum-moleculare (OLM) cells (n = 26) (Fig. 1A; McBain et al. 1994).","p2117, left middle","Zemankovics R, Kli S, Paulsen O, Freund TF, Hjos N. J Physiol. 2010 Jun 15;588(Pt 12):2109-32 ({Y:CA1:OLM:S:CA1:SO}{#3},
{Y:CA1:OLM:D:CA1:SO}{#3},
{Y:CA1:OLM:A:CA1:SLM}{#3})",,,,
,,,,,,,,,,,,,,,,,,,,,"978-0-19-510027-3 { Fig.5-24, A;4@X@995 }",,X_@,7472426,7472426_@,7472426_@,"Sik A, Penttonen M, Ylinen A, Buzski G. J Neurosci. 1995 Oct;15(10):6651-65 (Fig.5C)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1,1,L,,,$ (not found),$ (not found),$ (not found),"10634782 {Fig.3A, top middle; 32.3}","10634782 {Fig.3A, top middle; 20.4}","10634782 {Fig.3A, top middle; 81.8}","10634782 {Fig.3A, bottom right; 0.88}",$ (not found),$ (not found),,,,,,"Martina M, Vida I, Jonas P.Science. 2000 Jan 14;287(5451):295-300.",,,,,X_@,10634782 (Fig.3A) {r},,,,,,,,,,,,,,,7472426 (Fig.5C) {r},,,,,,,,,,,,,,,,,,,,,,9334415,9334415.1,"The cell bodies and dendrites of anatomically identified O-LM cells were confined to str. oriens and alveus (Fig. 1 B,C). A common morphological feature of these cells was the presence of spiny dendrites giving rise to some short branches close to their tips. In all seven cases, the main axon without varicosities originated from a proximal dendrite and crossed the pyramidal cell layer and str. radiatum. After reaching the border of strata radiatum and lacunosum-moleculare, the axon arborized almost exclusively in the str. lacunosum-moleculare where the axon collaterals became fine and varicose. Neurons with similar arborization patterns in the CA1 region have been described previously both in vitro and in vivo (McBain et al., 1994; Sik et al., 1995). Four of the seven O-LM cells had some axon collaterals in the str. oriens as well. A camera lucida reconstruction of an O-LM cell from three 80-_m-thick sections is shown in Figure 1 C.","p.8429, left bottom",,,,,
CA1,Bistratified (-)0333,4-080,2,1,1,P,,1,1,L,bistratified 0333,1,11807843 {Fig. 5G; -64},,,11807843 {Fig. 5G (0.4 nA); 17},11807843 {Fig. 5G (0.4 nA); 13},11807843 {Fig. 5G (0.4 nA); 53},,$ (not found),11807843 {Fig. 5G (0.4 nA); 3@400@410},,X_@,11807843,,,Pawelzik - Thomson .J Comp Neurol. 2002 Feb 18;443(4):346-67.,Fig.5,,,1,X_@,11807843 (Fig.5) {i},,,11807843 (Fig.5) {i},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bistratified 0333,,11807843,"4242, 4263",???? Which reference,???,Pawelzik - Thomson .J Comp Neurol. 2002 Feb 18;443(4):346-67.,,,,
,,,,,,P,,1,1,L,basket 0333,1,11807843_@,,,X_@,11807843_@,11807843_@,,$ (not found),,,X_@,11807843,11807843_@,,Pawelzik - Thomson .J Comp Neurol. 2002 Feb 18;443(4):346-67.,"Fig. 6 C,D (fast spiking)",,,,X_@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,basket 0333,,11807843,4251,"""Fig. 6. Characterisation of a fast-spiking (A-E) and a regular-spiking {CA1} CCK-IR {cholecystokinin-immunoreactive} basket cell in CA1. A: Demonstration of CCK-IR by FITC {fluorescein isothiocyanate} fluorescence. B: DAB {3,  3',  5,  5'-diaminobenzidine} staining of the interneurone. C: The light microscopic reconstruction (black: soma/dendrite; grey: axonal arbour) reveals a wide-arbour basket cell with an axonal arbour mainly in the SP {stratum pyramidale} (in total, 2,027 boutons: SO {stratum oriens} 38.4%, SP 48.3%, SR {stratum radiatum} 13.3%). D: The voltage responses to suprathreshold current pulses reveal the interrupted fast-spiking nature of this cell. E: The basket cell received an excitatory input from an adjacent pyramidal cell. The single axon- EPSP {excitatory postsynaptic potential} is an average of 50 single sweeps. Ň","Fig. 6, p. 356",Pawelzik - Thomson .J Comp Neurol. 2002 Feb 18;443(4):346-67.,,,,
CA1,Ivy (-)0333,4-081,1,1,2,q P,,1,2,L,ivy,1,18367092 {Fig.6B;-71},"18367092 { Table 2, ivy cells; 72.8 ą53.6 (5) }","18367092 { Table 2, ivy cells; 7.6 ą4.1 (5) }",18367092 {Fig.6B;29},"18367092 { Table 2, ivy cells; 13.6 ą3.8 (5) }",18367092 {Fig.6B;44},"18367092 { Table 2, ivy cells; 0.8 ą0.2 (5) }",$ (not found),7472426_@,18367092(Fig.6b)_@,X_@,18367092,18367092_@,18367092_@,"Fuentealba P, Begum R, Capogna M, Jinno S, Mrton LF, Csicsvari J, Thomson A, Somogyi P, Klausberger T.Neuron. 2008 Mar 27;57(6):917-29.","Fig.6 B, p.925; Table 2, p.926, Fig. S4","Sik A, Penttonen M, Ylinen A, Buzski G. J Neurosci. 1995 Oct;15(10):6651-65 (Fig.6C)",,0,X_@,21795545 (Fig.7E) {r},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ivy,,18367092,558 (not completed ref.),"""Figure 6. Synaptic Transmission and Reconstruction of a Reciprocally Connected Ivy and Pyramidal Cell Pair in the CA1 Region of the
Hippocampus. (A) Reconstruction (from a 450-mm-thick slice) of the Ivy cell (soma/dendrites in orange, axon in yellow) and the pyramidal cell (soma/dendrites in light blue, axon in white). A large portion of the interneuronŐs axonal arbor is located in stratum pyramidale and stratum oriens, with very few collaterals extending into stratum radiatum and alveus.
(B) Responses of the Ivy cell to injected current pulses, demonstrating the frequency adaptation seen in these interneurons.
(C) Action potentials elicited by just suprathreshold current pulses in the pyramidal cell (mauve trace), the Ivy cell (orange trace), and a bistratified cell recorded in another experiment (gray trace) are superimposed. The Ivy cell action potential is similar in width to that of the pyramidal cell and is considerably broader than the action potential in the bistratified cell.
(D) Composite averages of the excitatory postsynaptic potentials (EPSPs) elicited by the pyramidal cell in the Ivy cell, demonstrating the strong paired pulse and brief train depression typical of these inputs.
(E) Composite averages of the inhibitory postsynaptic potentials (IPSPs) elicited by the Ivy cell in the pyramidal cell, demonstrating the typically slow time course and paired pulse depression of the IPSPs.""",Fig.6. p.925,"Fuentealba P, Begum R, Capogna M, Jinno S, Mrton LF, Csicsvari J, Thomson A, Somogyi P, Klausberger T.Neuron. 2008 Mar 27;57(6):917-29.",,,,
CA1,Enkephalin (-)0313p,4-041,1,1,0,,,1,0,C,,,,,,,,,,,,,,,,,"Fuentealba P, Tomioka R, Dalezios Y, Mrton LF, Studer M, Rockland K, Klausberger T, Somogyi P.J Neurosci. 2008 Oct 1;28(40):10017-22 (network oscillations) m/e",18829959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA1,Radiatum (-)0300,4-028,3,1,1,q   P,,1,1,L,,,11807843 {Fig.10B; -70},11807843 {Fig.10B; 79.2},11807843 {Fig.10B; 10},11807843 {Fig.10B; 15},11807843 {Fig.10B; 12},11807843 {Fig.10B; 73.5},$ (not found),$ (not found),11807843 {Fig.10B; 4.2@200@365},11807843 {Fig.10B;  0.88@-80},X_@,11807843,11807843_@,11807843_@,Pawelzik - Thomson .J Comp Neurol. 2002 Feb 18;443(4):346-67.(m/e),"Fig.10 B, Fig. 11  ","also 3234499, Fig 3 (A3, A4, A5)",,2,X_@,,,,,,,,,,,,,,,9503336 (Fig.2) {i},"11807843 (Fig.10,11) {r}",,,,,,,,,,,,,,,,,,,,Schaffer collateral associated 0300,,,,,,,,,,
,,,,,,,,,1,L,,,11807843 {Fig. 11G; -65},11807843_@,$ (not found),X_@,11807843_@,11807843_@,$ (not found),$ (not found),11807843_@,11807843_@,X_@,11807843,11807843_@,11807843_@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,1,1,L,Schaffer collateral associated 0300,,"9503336 {Table1,p.759,Schaffer-associated;-55.8 ą 2.8 (10)}","9503336 {Table1,p.759,Schaffer-associated;96.3 ą 36.0 (10)}","9503336 {Table1,p.759,Schaffer-associated;16.2 ą 8.9 (10)}",,"9503336 {Table1,p.759,Schaffer-associated;11.4 ą 2.8(10)}","9503336 {Table1,p.759,Schaffer-associated;70.8 ą 8.0 (10)}","9503336 {Table1,p.759,Schaffer-associated;0.74 ą 0.1 (10)}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA1,Double proj (-)0113p,4-035,2,1,2,F P,,1,2,L,trilaminar horizontal,MICE - rats (2),"21795545 {Table 3, cluster 2; -64 ą 7(23)}","21795545 {Table 3, cluster 2; 216 ą 124(23)}","21795545 {Table 3, cluster 2; 46 ą 18(23)}","21795545 {Table 3, cluster 2, 2nd AP; 27}","21795545 {Table 3, cluster 2, 2nd AHP;22 ą 3(23)}","21795545 {Table 3, cluster 2, 2nd AP;61 ą 7(23)}","21795545 {Table 3, cluster 2, 2nd AP;0.77 ą 0.12(23)}",,21795545_@,"21795545 {Table 3, cluster 2; 0.79 ą 0.09@(23)}",21795545_@,7472426,21795545,7472426_@,,"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.J Neurosci. 2011 Jul 27;31(30):10948-70. (Fig. 7G, Table 3, Cluster 2)",,,1,X_@,7472426 (Fig.8) {i},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trilaminar horizontal,,8915675,870 (not completed),"""The dendrites of the horizontal trilaminar cell run horizontally at the stratum oriens-alveus border, extending over several hundred micrometers in the septotemporal and transverse directions. This cell has a large soma, with prominent primary dendrites, and occasional spines on more distal segments (Sik et al.,1995).""","p369, right middle","Freund TF, Buzski G.Hippocampus. 1996;6(4):347-470.",,,,
,,,,,,,,1,0,C,,,,,,,,,,,,,,,,,"Sik A, Penttonen M, Ylinen A, Buzski G.J Neurosci. 1995 Oct;15(10):6651-65(7472426.1: (Figure 8. Physiologicapl roperties of a trilaminari nterneuron))",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA1,Interneuron spec-6 (-)0102,4-031,1,1,0,,,1,0,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA1,Perisomatic target (-)0012,4-039,1,1,0,,,1,0,C,,,,,,,,,,,,,,,,,,,,has to be chechked,,???,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA1,Axo-axonic horiz (-)0012,4-038*,1,1,2,P,,1,2,L,,15098728 (RPM),"21795545 {Table 3, cluster 1; -57 ą 5(15)}","15098728 {Table1; [186,252]}","15098728 {Table1; [16,32]}",21795545_@,"15098728 {Table1; [6.0,13.7]}","15098728 {Table1; [71.4,90.2]}","15098728 {Table1; [0.7,1.1]}",15098728_@,21795545_@,"21795545 {Table 3, cluster 1; 0.84 ą 0.06@(15)}",X_@,15098728,15098728_@,15098728_@,"Ganter P, Szcs P, Paulsen O, Somogyi P. Hippocampus. 2004;14(2):232-43.(Table 1, Fig.2)","Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.J Neurosci. 2011 Jul 27;31(30):10948-70. (Fig. 7D, Table 3, Cluster 1)",,,0,X_@,,,,,,,,,,,,,,,,,,,,15098728 (Fig.2) {r},,,,,,,,,,,,,,,,,,,,,,,,,,
CA1,Oriens-oriens (-)0003,4-033*,2,1,2,P,,1,2,L,SO-SO,"rats, )",11807843_@,,,,11807843_@,11807843_@,,$ (not found),$ (not found),,X_@,11807843,11807843_@,11807843_@,"Pawelzik - Thomson .J Comp Neurol. 2002 Feb 18;443(4):346-67 (Fig. 8(E), p. 359).",,,,0,X_@,,,,,,,,,,,,,,,,11807843 (Fig.8E) {i},,,,,,,,,,,,,,,,,,,,SO-SO,,11807843,"4209, 4212, 4266, 4272, 4299","""{CA1} CCK-IR {cholecystokinin-immunoreactive} SO-SO {stratum oriens} cell. One horizontally oriented (multi-polar) CCK-IR interneurone with an axonal arbour almost exclusively in the SO was found at the SO/alveus border (Fig. 8D). Sections of the main axonal trunk could be seen to pass into myelin under DIC {differential interference contrast} microscopy. Most of the dendrites of this cell were contained within the SO, although one large branch arborised in the alveus. The axon of this cell gave rise to 1,818 boutons, most of which were contained within the SO (97.8%), with the remainder in the alveus.""","p358, right middle",Pawelzik - Thomson .J Comp Neurol. 2002 Feb 18;443(4):346-67.,,,,
,,,,,,,,!,2,L,,MICE,"21795545 {Table 3, cluster 5; -59 ą 10(19)}","21795545 {Table 3, cluster 5;401 ą 212(19)}","21795545 {Table 3, cluster 5; 38 ą 13(19)}","21795545 {Table 3, cluster 5;  24}","21795545 {Table 3, cluster 5, 2nd AHP; 15 ą 4(19)}","21795545 {Table 3, cluster 5, 2nd AP; 48 ą 10  (19)}","21795545 {Table 3, cluster 5, 2nd AP;1.12 ą 0.14  (19)}",$ (not found),21795545_@,"21795545 {Table 3, cluster 5; 0.80 ą 0.07@(19)}",X_@,21795545,21795545,,,"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.J Neurosci. 2011 Jul 27;31(30):10948-70. (Fig. 8K, Table 3, Cluster 5)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PTI 2232,4-039,,,,,,,,,see 4-036   ,,11807843_@,$ (not found),$ (not found),X_@,11807843_@,11807843_@,$ (not found),$ (not found),$ (not found),,X_@,11807843,11807843_@,$ (not found),Pawelzik - Thomson .J Comp Neurol. 2002 Feb 18;443(4):346-67.,Fig. 4 B,"  CA1 axo-axonic cells, CA1 basket cells, CA1 PV-IR basket cells, CA1 CCK-IR basket cells, CA1 parvalbumin-immunoreactive basket cells, CA1 cholecystokinin-immunoreactive basket cells",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA3,RGC 22011,2-002*,,,,F,,,,L, REMOVED,1,11353016,11353016,11353016,11353016,11353016,11353016,11353016,$ (not found),11353016,,11353016,11353016,11353016,11353016,"Savi_ N, Sciancalepore M.J Neurophysiol. 2001 May;85(5):1998-2007.","Fig.2,3,4; Tabl.1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
